agents,map_file,solver,solved,soc,makespan,comp_time,Opti_Deadline,Scenario_File
220,ht_chantry.map,PIBT,1,25135,196,158,10,ht_chantry-random-5.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,43,10,ht_chantry-random-5.scen
220,ht_chantry.map,PIBT,1,25304,196,934,100,ht_chantry-random-5.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,42,100,ht_chantry-random-5.scen
220,ht_chantry.map,PIBT,1,25044,196,4194,1000,ht_chantry-random-5.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,42,1000,ht_chantry-random-5.scen
260,ht_chantry.map,PIBT,1,31723,192,62,0,ht_chantry-random-5.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,51,0,ht_chantry-random-5.scen
260,ht_chantry.map,PIBT,1,31370,195,103,1,ht_chantry-random-5.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,52,1,ht_chantry-random-5.scen
260,ht_chantry.map,PIBT,1,30975,197,438,10,ht_chantry-random-5.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,52,10,ht_chantry-random-5.scen
260,ht_chantry.map,PIBT,1,31309,201,2357,100,ht_chantry-random-5.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,51,100,ht_chantry-random-5.scen
260,ht_chantry.map,PIBT,1,31253,197,17127,1000,ht_chantry-random-5.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,50,1000,ht_chantry-random-5.scen
300,ht_chantry.map,PIBT,1,36620,194,74,0,ht_chantry-random-5.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,60,0,ht_chantry-random-5.scen
300,ht_chantry.map,PIBT,1,37086,203,140,1,ht_chantry-random-5.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,58,1,ht_chantry-random-5.scen
300,ht_chantry.map,PIBT,1,36734,206,548,10,ht_chantry-random-5.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,59,10,ht_chantry-random-5.scen
300,ht_chantry.map,PIBT,1,36440,207,3179,100,ht_chantry-random-5.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,59,100,ht_chantry-random-5.scen
300,ht_chantry.map,PIBT,1,36481,203,25548,1000,ht_chantry-random-5.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,60,1000,ht_chantry-random-5.scen
340,ht_chantry.map,PIBT,1,43615,207,89,0,ht_chantry-random-5.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,68,0,ht_chantry-random-5.scen
340,ht_chantry.map,PIBT,1,42939,197,149,1,ht_chantry-random-5.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,69,1,ht_chantry-random-5.scen
340,ht_chantry.map,PIBT,1,42643,208,680,10,ht_chantry-random-5.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,68,10,ht_chantry-random-5.scen
340,ht_chantry.map,PIBT,1,42295,204,4943,100,ht_chantry-random-5.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,70,100,ht_chantry-random-5.scen
340,ht_chantry.map,PIBT,1,42400,200,45563,1000,ht_chantry-random-5.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,68,1000,ht_chantry-random-5.scen
380,ht_chantry.map,PIBT,1,50072,199,100,0,ht_chantry-random-5.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,80,0,ht_chantry-random-5.scen
380,ht_chantry.map,PIBT,1,48884,206,183,1,ht_chantry-random-5.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,79,1,ht_chantry-random-5.scen
380,ht_chantry.map,PIBT,1,49616,227,810,10,ht_chantry-random-5.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,77,10,ht_chantry-random-5.scen
380,ht_chantry.map,PIBT,1,48759,202,6463,100,ht_chantry-random-5.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,78,100,ht_chantry-random-5.scen
20,ht_chantry.map,PIBT,1,1706,178,4,0,ht_chantry-random-12.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,0,ht_chantry-random-12.scen
20,ht_chantry.map,PIBT,1,1708,178,5,1,ht_chantry-random-12.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,5,1,ht_chantry-random-12.scen
20,ht_chantry.map,PIBT,1,1708,178,5,10,ht_chantry-random-12.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,5,10,ht_chantry-random-12.scen
20,ht_chantry.map,PIBT,1,1708,178,4,100,ht_chantry-random-12.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,100,ht_chantry-random-12.scen
20,ht_chantry.map,PIBT,1,1708,178,4,1000,ht_chantry-random-12.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,1000,ht_chantry-random-12.scen
60,ht_chantry.map,PIBT,1,6035,192,12,0,ht_chantry-random-12.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,12,0,ht_chantry-random-12.scen
60,ht_chantry.map,PIBT,1,6021,194,13,1,ht_chantry-random-12.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,12,1,ht_chantry-random-12.scen
60,ht_chantry.map,PIBT,1,6021,194,13,10,ht_chantry-random-12.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,13,10,ht_chantry-random-12.scen
60,ht_chantry.map,PIBT,1,6021,194,14,100,ht_chantry-random-12.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,11,100,ht_chantry-random-12.scen
60,ht_chantry.map,PIBT,1,6021,194,13,1000,ht_chantry-random-12.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,13,1000,ht_chantry-random-12.scen
100,ht_chantry.map,PIBT,1,10457,192,21,0,ht_chantry-random-12.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,19,0,ht_chantry-random-12.scen
100,ht_chantry.map,PIBT,1,10303,194,23,1,ht_chantry-random-12.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,18,1,ht_chantry-random-12.scen
100,ht_chantry.map,PIBT,1,10303,194,22,10,ht_chantry-random-12.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,19,10,ht_chantry-random-12.scen
100,ht_chantry.map,PIBT,1,10303,194,21,100,ht_chantry-random-12.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,17,100,ht_chantry-random-12.scen
100,ht_chantry.map,PIBT,1,10303,194,22,1000,ht_chantry-random-12.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,19,1000,ht_chantry-random-12.scen
140,ht_chantry.map,PIBT,1,15141,226,32,0,ht_chantry-random-12.scen
140,ht_chantry.map,PIBTOLD,1,15141,226,27,0,ht_chantry-random-12.scen
140,ht_chantry.map,PIBT,1,14965,224,35,1,ht_chantry-random-12.scen
140,ht_chantry.map,PIBTOLD,1,15141,226,26,1,ht_chantry-random-12.scen
140,ht_chantry.map,PIBT,1,14618,195,35,10,ht_chantry-random-12.scen
140,ht_chantry.map,PIBTOLD,1,15141,226,27,10,ht_chantry-random-12.scen
140,ht_chantry.map,PIBT,1,14618,195,35,100,ht_chantry-random-12.scen
140,ht_chantry.map,PIBTOLD,1,15141,226,27,100,ht_chantry-random-12.scen
140,ht_chantry.map,PIBT,1,14618,195,34,1000,ht_chantry-random-12.scen
140,ht_chantry.map,PIBTOLD,1,15141,226,28,1000,ht_chantry-random-12.scen
180,ht_chantry.map,PIBT,1,20483,203,44,0,ht_chantry-random-12.scen
180,ht_chantry.map,PIBTOLD,1,20483,203,35,0,ht_chantry-random-12.scen
180,ht_chantry.map,PIBT,1,19856,194,41,1,ht_chantry-random-12.scen
180,ht_chantry.map,PIBTOLD,1,20483,203,34,1,ht_chantry-random-12.scen
180,ht_chantry.map,PIBT,1,20088,194,62,10,ht_chantry-random-12.scen
180,ht_chantry.map,PIBTOLD,1,20483,203,35,10,ht_chantry-random-12.scen
180,ht_chantry.map,PIBT,1,20088,194,62,100,ht_chantry-random-12.scen
180,ht_chantry.map,PIBTOLD,1,20483,203,38,100,ht_chantry-random-12.scen
180,ht_chantry.map,PIBT,1,20088,194,63,1000,ht_chantry-random-12.scen
180,ht_chantry.map,PIBTOLD,1,20483,203,34,1000,ht_chantry-random-12.scen
220,ht_chantry.map,PIBT,1,25933,192,50,0,ht_chantry-random-12.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,41,0,ht_chantry-random-12.scen
220,ht_chantry.map,PIBT,1,24857,196,71,1,ht_chantry-random-12.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,43,1,ht_chantry-random-12.scen
220,ht_chantry.map,PIBT,1,25052,196,160,10,ht_chantry-random-12.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,43,10,ht_chantry-random-12.scen
220,ht_chantry.map,PIBT,1,24959,196,766,100,ht_chantry-random-12.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,42,100,ht_chantry-random-12.scen
220,ht_chantry.map,PIBT,1,25193,198,5014,1000,ht_chantry-random-12.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,40,1000,ht_chantry-random-12.scen
260,ht_chantry.map,PIBT,1,31723,192,63,0,ht_chantry-random-12.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,54,0,ht_chantry-random-12.scen
260,ht_chantry.map,PIBT,1,31703,204,107,1,ht_chantry-random-12.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,51,1,ht_chantry-random-12.scen
260,ht_chantry.map,PIBT,1,31307,200,428,10,ht_chantry-random-12.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,51,10,ht_chantry-random-12.scen
260,ht_chantry.map,PIBT,1,31035,195,2671,100,ht_chantry-random-12.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,53,100,ht_chantry-random-12.scen
260,ht_chantry.map,PIBT,1,31437,201,22986,1000,ht_chantry-random-12.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,54,1000,ht_chantry-random-12.scen
300,ht_chantry.map,PIBT,1,36620,194,74,0,ht_chantry-random-12.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,63,0,ht_chantry-random-12.scen
300,ht_chantry.map,PIBT,1,36582,204,132,1,ht_chantry-random-12.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,59,1,ht_chantry-random-12.scen
300,ht_chantry.map,PIBT,1,36019,200,475,10,ht_chantry-random-12.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,60,10,ht_chantry-random-12.scen
300,ht_chantry.map,PIBT,1,36453,229,2756,100,ht_chantry-random-12.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,58,100,ht_chantry-random-12.scen
300,ht_chantry.map,PIBT,1,35980,197,18126,1000,ht_chantry-random-12.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,59,1000,ht_chantry-random-12.scen
340,ht_chantry.map,PIBT,1,43615,207,90,0,ht_chantry-random-12.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,68,0,ht_chantry-random-12.scen
340,ht_chantry.map,PIBT,1,42990,216,159,1,ht_chantry-random-12.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,67,1,ht_chantry-random-12.scen
340,ht_chantry.map,PIBT,1,42115,194,598,10,ht_chantry-random-12.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,69,10,ht_chantry-random-12.scen
340,ht_chantry.map,PIBT,1,42567,212,5622,100,ht_chantry-random-12.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,68,100,ht_chantry-random-12.scen
340,ht_chantry.map,PIBT,1,42761,201,45377,1000,ht_chantry-random-12.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,69,1000,ht_chantry-random-12.scen
380,ht_chantry.map,PIBT,1,50072,199,100,0,ht_chantry-random-12.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,78,0,ht_chantry-random-12.scen
380,ht_chantry.map,PIBT,1,49392,209,190,1,ht_chantry-random-12.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,77,1,ht_chantry-random-12.scen
380,ht_chantry.map,PIBT,1,48620,200,750,10,ht_chantry-random-12.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,78,10,ht_chantry-random-12.scen
380,ht_chantry.map,PIBT,1,48696,202,6959,100,ht_chantry-random-12.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,76,100,ht_chantry-random-12.scen
20,ht_chantry.map,PIBT,1,1706,178,5,0,ht_chantry-random-1.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,0,ht_chantry-random-1.scen
20,ht_chantry.map,PIBT,1,1708,178,4,1,ht_chantry-random-1.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,1,ht_chantry-random-1.scen
20,ht_chantry.map,PIBT,1,1708,178,4,10,ht_chantry-random-1.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,10,ht_chantry-random-1.scen
20,ht_chantry.map,PIBT,1,1708,178,5,100,ht_chantry-random-1.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,100,ht_chantry-random-1.scen
20,ht_chantry.map,PIBT,1,1708,178,4,1000,ht_chantry-random-1.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,1000,ht_chantry-random-1.scen
60,ht_chantry.map,PIBT,1,6035,192,13,0,ht_chantry-random-1.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,12,0,ht_chantry-random-1.scen
60,ht_chantry.map,PIBT,1,6021,194,13,1,ht_chantry-random-1.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,11,1,ht_chantry-random-1.scen
60,ht_chantry.map,PIBT,1,6021,194,13,10,ht_chantry-random-1.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,11,10,ht_chantry-random-1.scen
60,ht_chantry.map,PIBT,1,6021,194,13,100,ht_chantry-random-1.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,11,100,ht_chantry-random-1.scen
60,ht_chantry.map,PIBT,1,6021,194,13,1000,ht_chantry-random-1.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,12,1000,ht_chantry-random-1.scen
100,ht_chantry.map,PIBT,1,10457,192,21,0,ht_chantry-random-1.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,19,0,ht_chantry-random-1.scen
100,ht_chantry.map,PIBT,1,10303,194,22,1,ht_chantry-random-1.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,19,1,ht_chantry-random-1.scen
100,ht_chantry.map,PIBT,1,10303,194,23,10,ht_chantry-random-1.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,19,10,ht_chantry-random-1.scen
100,ht_chantry.map,PIBT,1,10303,194,22,100,ht_chantry-random-1.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,19,100,ht_chantry-random-1.scen
100,ht_chantry.map,PIBT,1,10303,194,22,1000,ht_chantry-random-1.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,19,1000,ht_chantry-random-1.scen
140,ht_chantry.map,PIBT,1,15141,226,32,0,ht_chantry-random-1.scen
140,ht_chantry.map,PIBTOLD,1,15141,226,29,0,ht_chantry-random-1.scen
140,ht_chantry.map,PIBT,1,14628,198,34,1,ht_chantry-random-1.scen
140,ht_chantry.map,PIBTOLD,1,15141,226,28,1,ht_chantry-random-1.scen
140,ht_chantry.map,PIBT,1,14618,195,35,10,ht_chantry-random-1.scen
140,ht_chantry.map,PIBTOLD,1,15141,226,33,10,ht_chantry-random-1.scen
140,ht_chantry.map,PIBT,1,14618,195,35,100,ht_chantry-random-1.scen
140,ht_chantry.map,PIBTOLD,1,15141,226,28,100,ht_chantry-random-1.scen
140,ht_chantry.map,PIBT,1,14618,195,33,1000,ht_chantry-random-1.scen
140,ht_chantry.map,PIBTOLD,1,15141,226,28,1000,ht_chantry-random-1.scen
180,ht_chantry.map,PIBT,1,20483,203,43,0,ht_chantry-random-1.scen
180,ht_chantry.map,PIBTOLD,1,20483,203,35,0,ht_chantry-random-1.scen
180,ht_chantry.map,PIBT,1,19908,192,45,1,ht_chantry-random-1.scen
180,ht_chantry.map,PIBTOLD,1,20483,203,36,1,ht_chantry-random-1.scen
180,ht_chantry.map,PIBT,1,20088,194,64,10,ht_chantry-random-1.scen
180,ht_chantry.map,PIBTOLD,1,20483,203,35,10,ht_chantry-random-1.scen
180,ht_chantry.map,PIBT,1,20088,194,62,100,ht_chantry-random-1.scen
180,ht_chantry.map,PIBTOLD,1,20483,203,30,100,ht_chantry-random-1.scen
180,ht_chantry.map,PIBT,1,20088,194,63,1000,ht_chantry-random-1.scen
180,ht_chantry.map,PIBTOLD,1,20483,203,34,1000,ht_chantry-random-1.scen
220,ht_chantry.map,PIBT,1,25933,192,49,0,ht_chantry-random-1.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,41,0,ht_chantry-random-1.scen
220,ht_chantry.map,PIBT,1,24882,196,72,1,ht_chantry-random-1.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,41,1,ht_chantry-random-1.scen
220,ht_chantry.map,PIBT,1,25029,196,133,10,ht_chantry-random-1.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,42,10,ht_chantry-random-1.scen
220,ht_chantry.map,PIBT,1,25010,196,794,100,ht_chantry-random-1.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,41,100,ht_chantry-random-1.scen
220,ht_chantry.map,PIBT,1,24853,196,6026,1000,ht_chantry-random-1.scen
220,ht_chantry.map,PIBTOLD,1,25933,192,41,1000,ht_chantry-random-1.scen
260,ht_chantry.map,PIBT,1,31723,192,62,0,ht_chantry-random-1.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,51,0,ht_chantry-random-1.scen
260,ht_chantry.map,PIBT,1,31577,223,114,1,ht_chantry-random-1.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,44,1,ht_chantry-random-1.scen
260,ht_chantry.map,PIBT,1,31470,195,419,10,ht_chantry-random-1.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,50,10,ht_chantry-random-1.scen
260,ht_chantry.map,PIBT,1,31168,218,2456,100,ht_chantry-random-1.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,48,100,ht_chantry-random-1.scen
260,ht_chantry.map,PIBT,1,30895,197,20661,1000,ht_chantry-random-1.scen
260,ht_chantry.map,PIBTOLD,1,31723,192,50,1000,ht_chantry-random-1.scen
300,ht_chantry.map,PIBT,1,36620,194,75,0,ht_chantry-random-1.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,59,0,ht_chantry-random-1.scen
300,ht_chantry.map,PIBT,1,36955,203,137,1,ht_chantry-random-1.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,57,1,ht_chantry-random-1.scen
300,ht_chantry.map,PIBT,1,36685,220,572,10,ht_chantry-random-1.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,62,10,ht_chantry-random-1.scen
300,ht_chantry.map,PIBT,1,36572,206,3295,100,ht_chantry-random-1.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,55,100,ht_chantry-random-1.scen
300,ht_chantry.map,PIBT,1,36797,199,23431,1000,ht_chantry-random-1.scen
300,ht_chantry.map,PIBTOLD,1,36620,194,60,1000,ht_chantry-random-1.scen
340,ht_chantry.map,PIBT,1,43615,207,87,0,ht_chantry-random-1.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,70,0,ht_chantry-random-1.scen
340,ht_chantry.map,PIBT,1,42863,198,159,1,ht_chantry-random-1.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,68,1,ht_chantry-random-1.scen
340,ht_chantry.map,PIBT,1,42679,200,628,10,ht_chantry-random-1.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,69,10,ht_chantry-random-1.scen
340,ht_chantry.map,PIBT,1,42378,199,4995,100,ht_chantry-random-1.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,69,100,ht_chantry-random-1.scen
340,ht_chantry.map,PIBT,1,42605,199,49824,1000,ht_chantry-random-1.scen
340,ht_chantry.map,PIBTOLD,1,43615,207,69,1000,ht_chantry-random-1.scen
380,ht_chantry.map,PIBT,1,50072,199,102,0,ht_chantry-random-1.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,77,0,ht_chantry-random-1.scen
380,ht_chantry.map,PIBT,1,49218,200,185,1,ht_chantry-random-1.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,79,1,ht_chantry-random-1.scen
380,ht_chantry.map,PIBT,1,48659,202,771,10,ht_chantry-random-1.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,81,10,ht_chantry-random-1.scen
380,ht_chantry.map,PIBT,1,48292,203,5943,100,ht_chantry-random-1.scen
380,ht_chantry.map,PIBTOLD,1,50072,199,73,100,ht_chantry-random-1.scen
20,ht_chantry.map,PIBT,1,1706,178,4,0,ht_chantry-random-3.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,0,ht_chantry-random-3.scen
20,ht_chantry.map,PIBT,1,1708,178,5,1,ht_chantry-random-3.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,1,ht_chantry-random-3.scen
20,ht_chantry.map,PIBT,1,1708,178,4,10,ht_chantry-random-3.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,10,ht_chantry-random-3.scen
20,ht_chantry.map,PIBT,1,1708,178,4,100,ht_chantry-random-3.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,100,ht_chantry-random-3.scen
20,ht_chantry.map,PIBT,1,1708,178,4,1000,ht_chantry-random-3.scen
20,ht_chantry.map,PIBTOLD,1,1706,178,4,1000,ht_chantry-random-3.scen
60,ht_chantry.map,PIBT,1,6035,192,12,0,ht_chantry-random-3.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,10,0,ht_chantry-random-3.scen
60,ht_chantry.map,PIBT,1,6021,194,12,1,ht_chantry-random-3.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,11,1,ht_chantry-random-3.scen
60,ht_chantry.map,PIBT,1,6021,194,12,10,ht_chantry-random-3.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,12,10,ht_chantry-random-3.scen
60,ht_chantry.map,PIBT,1,6021,194,13,100,ht_chantry-random-3.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,11,100,ht_chantry-random-3.scen
60,ht_chantry.map,PIBT,1,6021,194,12,1000,ht_chantry-random-3.scen
60,ht_chantry.map,PIBTOLD,1,6035,192,11,1000,ht_chantry-random-3.scen
100,ht_chantry.map,PIBT,1,10457,192,21,0,ht_chantry-random-3.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,20,0,ht_chantry-random-3.scen
100,ht_chantry.map,PIBT,1,10303,194,21,1,ht_chantry-random-3.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,19,1,ht_chantry-random-3.scen
100,ht_chantry.map,PIBT,1,10303,194,22,10,ht_chantry-random-3.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,21,10,ht_chantry-random-3.scen
100,ht_chantry.map,PIBT,1,10303,194,21,100,ht_chantry-random-3.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,19,100,ht_chantry-random-3.scen
100,ht_chantry.map,PIBT,1,10303,194,22,1000,ht_chantry-random-3.scen
100,ht_chantry.map,PIBTOLD,1,10457,192,19,1000,ht_chantry-random-3.scen
140,ht_chantry.map,PIBT,1,15141,226,32,0,ht_chantry-random-3.scen
