agents,map_file,solver,solved,soc,lb_soc,makespan,lb_makespan,comp_time,Opti_Deadline,Scenario_File
20,random-32-32-20.map,PIBT,1,577,505,42,42,0,0,random-32-32-20-random-3.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,0,random-32-32-20-random-3.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,1,random-32-32-20-random-3.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,1,random-32-32-20-random-3.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,10,random-32-32-20-random-3.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,10,random-32-32-20-random-3.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,100,random-32-32-20-random-3.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,100,random-32-32-20-random-3.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,1000,random-32-32-20-random-3.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,1000,random-32-32-20-random-3.scen
60,random-32-32-20.map,PIBT,1,1711,1445,48,48,1,0,random-32-32-20-random-3.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,0,random-32-32-20-random-3.scen
60,random-32-32-20.map,PIBT,1,1751,1445,49,48,2,1,random-32-32-20-random-3.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,1,random-32-32-20-random-3.scen
60,random-32-32-20.map,PIBT,1,1751,1445,49,48,2,10,random-32-32-20-random-3.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,10,random-32-32-20-random-3.scen
60,random-32-32-20.map,PIBT,1,1751,1445,49,48,2,100,random-32-32-20-random-3.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,100,random-32-32-20-random-3.scen
60,random-32-32-20.map,PIBT,1,1751,1445,49,48,2,1000,random-32-32-20-random-3.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,1000,random-32-32-20-random-3.scen
100,random-32-32-20.map,PIBT,1,3446,2420,54,54,3,0,random-32-32-20-random-3.scen
100,random-32-32-20.map,PIBTOLD,1,3446,2420,54,54,2,0,random-32-32-20-random-3.scen
100,random-32-32-20.map,PIBT,1,3284,2420,54,54,9,1,random-32-32-20-random-3.scen
100,random-32-32-20.map,PIBTOLD,1,3446,2420,54,54,2,1,random-32-32-20-random-3.scen
100,random-32-32-20.map,PIBT,0,3088,2420,100000,54,4111,10,random-32-32-20-random-3.scen
100,random-32-32-20.map,PIBTOLD,1,3446,2420,54,54,2,10,random-32-32-20-random-3.scen
100,random-32-32-20.map,PIBT,0,3117,2420,100000,54,4091,100,random-32-32-20-random-3.scen
100,random-32-32-20.map,PIBTOLD,1,3446,2420,54,54,2,100,random-32-32-20-random-3.scen
100,random-32-32-20.map,PIBT,0,3117,2420,100000,54,4089,1000,random-32-32-20-random-3.scen
100,random-32-32-20.map,PIBTOLD,1,3446,2420,54,54,2,1000,random-32-32-20-random-3.scen
140,random-32-32-20.map,PIBT,1,5501,3549,71,59,6,0,random-32-32-20-random-3.scen
140,random-32-32-20.map,PIBTOLD,1,5501,3549,71,59,4,0,random-32-32-20-random-3.scen
140,random-32-32-20.map,PIBT,0,136702,3549,100000,59,6173,1,random-32-32-20-random-3.scen
140,random-32-32-20.map,PIBTOLD,1,5501,3549,71,59,4,1,random-32-32-20-random-3.scen
140,random-32-32-20.map,PIBT,1,5353,3549,63,59,168,10,random-32-32-20-random-3.scen
140,random-32-32-20.map,PIBTOLD,1,5501,3549,71,59,4,10,random-32-32-20-random-3.scen
140,random-32-32-20.map,PIBT,0,5203,3549,100000,59,7507,100,random-32-32-20-random-3.scen
140,random-32-32-20.map,PIBTOLD,1,5501,3549,71,59,4,100,random-32-32-20-random-3.scen
140,random-32-32-20.map,PIBT,0,5173,3549,100000,59,15940,1000,random-32-32-20-random-3.scen
140,random-32-32-20.map,PIBTOLD,1,5501,3549,71,59,4,1000,random-32-32-20-random-3.scen
180,random-32-32-20.map,PIBT,0,407441,4369,100000,59,7141,0,random-32-32-20-random-3.scen
180,random-32-32-20.map,PIBTOLD,0,407441,4369,100000,59,4257,0,random-32-32-20-random-3.scen
180,random-32-32-20.map,PIBT,0,207025,4369,100000,59,7934,1,random-32-32-20-random-3.scen
180,random-32-32-20.map,PIBTOLD,0,407441,4369,100000,59,4317,1,random-32-32-20-random-3.scen
180,random-32-32-20.map,PIBT,0,6946,4369,100000,59,11052,10,random-32-32-20-random-3.scen
180,random-32-32-20.map,PIBTOLD,0,407441,4369,100000,59,4187,10,random-32-32-20-random-3.scen
180,random-32-32-20.map,PIBT,0,7116,4369,100000,59,10903,100,random-32-32-20-random-3.scen
180,random-32-32-20.map,PIBTOLD,0,407441,4369,100000,59,4190,100,random-32-32-20-random-3.scen
180,random-32-32-20.map,PIBT,0,207066,4369,100000,59,34188,1000,random-32-32-20-random-3.scen
180,random-32-32-20.map,PIBTOLD,0,407441,4369,100000,59,4218,1000,random-32-32-20-random-3.scen
220,random-32-32-20.map,PIBT,0,210083,5386,100000,59,9346,0,random-32-32-20-random-3.scen
220,random-32-32-20.map,PIBTOLD,0,210083,5386,100000,59,5051,0,random-32-32-20-random-3.scen
220,random-32-32-20.map,PIBT,0,9977,5386,100000,59,11067,1,random-32-32-20-random-3.scen
220,random-32-32-20.map,PIBTOLD,0,210083,5386,100000,59,5132,1,random-32-32-20-random-3.scen
220,random-32-32-20.map,PIBT,0,10487,5386,100000,59,12207,10,random-32-32-20-random-3.scen
220,random-32-32-20.map,PIBTOLD,0,210083,5386,100000,59,5059,10,random-32-32-20-random-3.scen
220,random-32-32-20.map,PIBT,0,209903,5386,100000,59,18792,100,random-32-32-20-random-3.scen
220,random-32-32-20.map,PIBTOLD,0,210083,5386,100000,59,5106,100,random-32-32-20-random-3.scen
20,random-32-32-20.map,PIBT,1,577,505,42,42,0,0,random-32-32-20-random-2.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,0,random-32-32-20-random-2.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,1,random-32-32-20-random-2.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,1,random-32-32-20-random-2.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,10,random-32-32-20-random-2.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,10,random-32-32-20-random-2.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,100,random-32-32-20-random-2.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,100,random-32-32-20-random-2.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,1000,random-32-32-20-random-2.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,1000,random-32-32-20-random-2.scen
60,random-32-32-20.map,PIBT,1,1711,1445,48,48,1,0,random-32-32-20-random-2.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,0,random-32-32-20-random-2.scen
60,random-32-32-20.map,PIBT,1,1751,1445,49,48,2,1,random-32-32-20-random-2.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,1,random-32-32-20-random-2.scen
60,random-32-32-20.map,PIBT,1,1751,1445,49,48,2,10,random-32-32-20-random-2.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,10,random-32-32-20-random-2.scen
60,random-32-32-20.map,PIBT,1,1751,1445,49,48,2,100,random-32-32-20-random-2.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,100,random-32-32-20-random-2.scen
60,random-32-32-20.map,PIBT,1,1751,1445,49,48,2,1000,random-32-32-20-random-2.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,1000,random-32-32-20-random-2.scen
100,random-32-32-20.map,PIBT,1,3446,2420,54,54,3,0,random-32-32-20-random-2.scen
100,random-32-32-20.map,PIBTOLD,1,3446,2420,54,54,2,0,random-32-32-20-random-2.scen
100,random-32-32-20.map,PIBT,1,3285,2420,54,54,9,1,random-32-32-20-random-2.scen
100,random-32-32-20.map,PIBTOLD,1,3446,2420,54,54,2,1,random-32-32-20-random-2.scen
100,random-32-32-20.map,PIBT,1,3294,2420,55,54,30,10,random-32-32-20-random-2.scen
100,random-32-32-20.map,PIBTOLD,1,3446,2420,54,54,2,10,random-32-32-20-random-2.scen
100,random-32-32-20.map,PIBT,0,3117,2420,100000,54,4047,100,random-32-32-20-random-2.scen
100,random-32-32-20.map,PIBTOLD,1,3446,2420,54,54,2,100,random-32-32-20-random-2.scen
100,random-32-32-20.map,PIBT,0,3117,2420,100000,54,4043,1000,random-32-32-20-random-2.scen
100,random-32-32-20.map,PIBTOLD,1,3446,2420,54,54,2,1000,random-32-32-20-random-2.scen
140,random-32-32-20.map,PIBT,1,5501,3549,71,59,5,0,random-32-32-20-random-2.scen
140,random-32-32-20.map,PIBTOLD,1,5501,3549,71,59,4,0,random-32-32-20-random-2.scen
140,random-32-32-20.map,PIBT,0,198511,3549,100000,59,6443,1,random-32-32-20-random-2.scen
140,random-32-32-20.map,PIBTOLD,1,5501,3549,71,59,4,1,random-32-32-20-random-2.scen
140,random-32-32-20.map,PIBT,0,5335,3549,100000,59,6217,10,random-32-32-20-random-2.scen
140,random-32-32-20.map,PIBTOLD,1,5501,3549,71,59,4,10,random-32-32-20-random-2.scen
140,random-32-32-20.map,PIBT,0,5271,3549,100000,59,8248,100,random-32-32-20-random-2.scen
140,random-32-32-20.map,PIBTOLD,1,5501,3549,71,59,4,100,random-32-32-20-random-2.scen
140,random-32-32-20.map,PIBT,0,5051,3549,100000,59,18364,1000,random-32-32-20-random-2.scen
140,random-32-32-20.map,PIBTOLD,1,5501,3549,71,59,4,1000,random-32-32-20-random-2.scen
180,random-32-32-20.map,PIBT,0,407441,4369,100000,59,7081,0,random-32-32-20-random-2.scen
180,random-32-32-20.map,PIBTOLD,0,407441,4369,100000,59,4264,0,random-32-32-20-random-2.scen
180,random-32-32-20.map,PIBT,0,7187,4369,100000,59,7991,1,random-32-32-20-random-2.scen
180,random-32-32-20.map,PIBTOLD,0,407441,4369,100000,59,4239,1,random-32-32-20-random-2.scen
180,random-32-32-20.map,PIBT,0,206893,4369,100000,59,7828,10,random-32-32-20-random-2.scen
180,random-32-32-20.map,PIBTOLD,0,407441,4369,100000,59,4232,10,random-32-32-20-random-2.scen
180,random-32-32-20.map,PIBT,0,6977,4369,100000,59,9957,100,random-32-32-20-random-2.scen
180,random-32-32-20.map,PIBTOLD,0,407441,4369,100000,59,4394,100,random-32-32-20-random-2.scen
180,random-32-32-20.map,PIBT,0,7229,4369,100000,59,31924,1000,random-32-32-20-random-2.scen
180,random-32-32-20.map,PIBTOLD,0,407441,4369,100000,59,4301,1000,random-32-32-20-random-2.scen
220,random-32-32-20.map,PIBT,0,210083,5386,100000,59,9106,0,random-32-32-20-random-2.scen
220,random-32-32-20.map,PIBTOLD,0,210083,5386,100000,59,5101,0,random-32-32-20-random-2.scen
220,random-32-32-20.map,PIBT,0,409832,5386,100000,59,11743,1,random-32-32-20-random-2.scen
220,random-32-32-20.map,PIBTOLD,0,210083,5386,100000,59,5209,1,random-32-32-20-random-2.scen
220,random-32-32-20.map,PIBT,0,9793,5386,100000,59,12303,10,random-32-32-20-random-2.scen
220,random-32-32-20.map,PIBTOLD,0,210083,5386,100000,59,5045,10,random-32-32-20-random-2.scen
220,random-32-32-20.map,PIBT,0,210445,5386,100000,59,18712,100,random-32-32-20-random-2.scen
220,random-32-32-20.map,PIBTOLD,0,210083,5386,100000,59,5158,100,random-32-32-20-random-2.scen
220,random-32-32-20.map,PIBT,0,209740,5386,100000,59,40655,1000,random-32-32-20-random-2.scen
220,random-32-32-20.map,PIBTOLD,0,210083,5386,100000,59,5241,1000,random-32-32-20-random-2.scen
20,random-32-32-20.map,PIBT,1,577,505,42,42,0,0,random-32-32-20-random-24.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,0,random-32-32-20-random-24.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,1,random-32-32-20-random-24.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,1,random-32-32-20-random-24.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,10,random-32-32-20-random-24.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,10,random-32-32-20-random-24.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,100,random-32-32-20-random-24.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,100,random-32-32-20-random-24.scen
20,random-32-32-20.map,PIBT,1,566,505,42,42,0,1000,random-32-32-20-random-24.scen
20,random-32-32-20.map,PIBTOLD,1,577,505,42,42,0,1000,random-32-32-20-random-24.scen
60,random-32-32-20.map,PIBT,1,1711,1445,48,48,1,0,random-32-32-20-random-24.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,0,random-32-32-20-random-24.scen
60,random-32-32-20.map,PIBT,1,1751,1445,49,48,2,1,random-32-32-20-random-24.scen
60,random-32-32-20.map,PIBTOLD,1,1711,1445,48,48,1,1,random-32-32-20-random-24.scen
60,random-32-32-20.map,PIBT,1,1751,1445,49,48,2,10,random-32-32-20-random-24.scen
