agents,map_file,solver,solved,soc,lb_soc,makespan,lb_makespan,comp_time,Opti_Deadline,Scenario_File
180,warehouse-10-20-10-2-1.map,PIBT,0,419990,14852,100000,185,8180,1000,warehouse-10-20-10-2-1-random-16.scen
180,warehouse-10-20-10-2-1.map,PIBTOLD,0,920025,14852,100000,185,4256,1000,warehouse-10-20-10-2-1-random-16.scen
220,warehouse-10-20-10-2-1.map,PIBT,0,1025739,17820,100000,185,9285,0,warehouse-10-20-10-2-1-random-16.scen
220,warehouse-10-20-10-2-1.map,PIBTOLD,0,1025739,17820,100000,185,5317,0,warehouse-10-20-10-2-1-random-16.scen
220,warehouse-10-20-10-2-1.map,PIBT,0,227604,17820,100000,185,10183,1,warehouse-10-20-10-2-1-random-16.scen
220,warehouse-10-20-10-2-1.map,PIBTOLD,0,1025739,17820,100000,185,5057,1,warehouse-10-20-10-2-1-random-16.scen
220,warehouse-10-20-10-2-1.map,PIBT,0,227604,17820,100000,185,10467,10,warehouse-10-20-10-2-1-random-16.scen
220,warehouse-10-20-10-2-1.map,PIBTOLD,0,1025739,17820,100000,185,5051,10,warehouse-10-20-10-2-1-random-16.scen
220,warehouse-10-20-10-2-1.map,PIBT,0,227604,17820,100000,185,10159,100,warehouse-10-20-10-2-1-random-16.scen
220,warehouse-10-20-10-2-1.map,PIBTOLD,0,1025739,17820,100000,185,5055,100,warehouse-10-20-10-2-1-random-16.scen
220,warehouse-10-20-10-2-1.map,PIBT,0,227604,17820,100000,185,10537,1000,warehouse-10-20-10-2-1-random-16.scen
220,warehouse-10-20-10-2-1.map,PIBTOLD,0,1025739,17820,100000,185,5106,1000,warehouse-10-20-10-2-1-random-16.scen
260,warehouse-10-20-10-2-1.map,PIBT,0,1529853,20766,100000,185,11649,0,warehouse-10-20-10-2-1-random-16.scen
260,warehouse-10-20-10-2-1.map,PIBTOLD,0,1529853,20766,100000,185,6429,0,warehouse-10-20-10-2-1-random-16.scen
260,warehouse-10-20-10-2-1.map,PIBT,0,3367941,20766,100000,185,15042,1,warehouse-10-20-10-2-1-random-16.scen
260,warehouse-10-20-10-2-1.map,PIBTOLD,0,1529853,20766,100000,185,6130,1,warehouse-10-20-10-2-1-random-16.scen
260,warehouse-10-20-10-2-1.map,PIBT,0,433399,20766,100000,185,15026,10,warehouse-10-20-10-2-1-random-16.scen
260,warehouse-10-20-10-2-1.map,PIBTOLD,0,1529853,20766,100000,185,6417,10,warehouse-10-20-10-2-1-random-16.scen
260,warehouse-10-20-10-2-1.map,PIBT,0,433399,20766,100000,185,15089,100,warehouse-10-20-10-2-1-random-16.scen
260,warehouse-10-20-10-2-1.map,PIBTOLD,0,1529853,20766,100000,185,6025,100,warehouse-10-20-10-2-1-random-16.scen
260,warehouse-10-20-10-2-1.map,PIBT,0,433399,20766,100000,185,15361,1000,warehouse-10-20-10-2-1-random-16.scen
260,warehouse-10-20-10-2-1.map,PIBTOLD,0,1529853,20766,100000,185,6103,1000,warehouse-10-20-10-2-1-random-16.scen
300,warehouse-10-20-10-2-1.map,PIBT,0,2234973,23905,100000,185,14991,0,warehouse-10-20-10-2-1-random-16.scen
300,warehouse-10-20-10-2-1.map,PIBTOLD,0,2234973,23905,100000,185,7150,0,warehouse-10-20-10-2-1-random-16.scen
300,warehouse-10-20-10-2-1.map,PIBT,0,1569518,23905,100000,185,20320,1,warehouse-10-20-10-2-1-random-16.scen
300,warehouse-10-20-10-2-1.map,PIBTOLD,0,2234973,23905,100000,185,6944,1,warehouse-10-20-10-2-1-random-16.scen
300,warehouse-10-20-10-2-1.map,PIBT,0,1235008,23905,100000,185,20089,10,warehouse-10-20-10-2-1-random-16.scen
300,warehouse-10-20-10-2-1.map,PIBTOLD,0,2234973,23905,100000,185,7081,10,warehouse-10-20-10-2-1-random-16.scen
300,warehouse-10-20-10-2-1.map,PIBT,0,1235008,23905,100000,185,20060,100,warehouse-10-20-10-2-1-random-16.scen
300,warehouse-10-20-10-2-1.map,PIBTOLD,0,2234973,23905,100000,185,7204,100,warehouse-10-20-10-2-1-random-16.scen
300,warehouse-10-20-10-2-1.map,PIBT,0,1235008,23905,100000,185,20223,1000,warehouse-10-20-10-2-1-random-16.scen
