agents,map_file,solver,solved,soc,lb_soc,makespan,lb_makespan,comp_time,Opti_Deadline,Scenario_File
20,den520d.map,PIBT,1,4336,4331,374,374,15,0,den520d-random-17.scen
20,den520d.map,PIBTOLD,1,4336,4331,374,374,12,0,den520d-random-17.scen
20,den520d.map,PIBT,1,4529,4331,374,374,13,1,den520d-random-17.scen
20,den520d.map,PIBTOLD,1,4336,4331,374,374,14,1,den520d-random-17.scen
20,den520d.map,PIBT,1,4529,4331,374,374,16,10,den520d-random-17.scen
20,den520d.map,PIBTOLD,1,4336,4331,374,374,14,10,den520d-random-17.scen
20,den520d.map,PIBT,1,4529,4331,374,374,14,100,den520d-random-17.scen
20,den520d.map,PIBTOLD,1,4336,4331,374,374,13,100,den520d-random-17.scen
20,den520d.map,PIBT,1,4529,4331,374,374,13,1000,den520d-random-17.scen
20,den520d.map,PIBTOLD,1,4336,4331,374,374,13,1000,den520d-random-17.scen
60,den520d.map,PIBT,1,11347,10836,374,374,41,0,den520d-random-17.scen
60,den520d.map,PIBTOLD,1,11347,10836,374,374,40,0,den520d-random-17.scen
60,den520d.map,PIBT,1,11591,10836,374,374,40,1,den520d-random-17.scen
60,den520d.map,PIBTOLD,1,11347,10836,374,374,38,1,den520d-random-17.scen
60,den520d.map,PIBT,1,11591,10836,374,374,40,10,den520d-random-17.scen
60,den520d.map,PIBTOLD,1,11347,10836,374,374,38,10,den520d-random-17.scen
60,den520d.map,PIBT,1,11591,10836,374,374,41,100,den520d-random-17.scen
60,den520d.map,PIBTOLD,1,11347,10836,374,374,39,100,den520d-random-17.scen
60,den520d.map,PIBT,1,11591,10836,374,374,41,1000,den520d-random-17.scen
60,den520d.map,PIBTOLD,1,11347,10836,374,374,36,1000,den520d-random-17.scen
100,den520d.map,PIBT,1,18713,17811,375,375,68,0,den520d-random-17.scen
100,den520d.map,PIBTOLD,1,18713,17811,375,375,63,0,den520d-random-17.scen
100,den520d.map,PIBT,1,18911,17811,375,375,69,1,den520d-random-17.scen
100,den520d.map,PIBTOLD,1,18713,17811,375,375,58,1,den520d-random-17.scen
100,den520d.map,PIBT,1,18911,17811,375,375,70,10,den520d-random-17.scen
100,den520d.map,PIBTOLD,1,18713,17811,375,375,65,10,den520d-random-17.scen
100,den520d.map,PIBT,1,18911,17811,375,375,74,100,den520d-random-17.scen
100,den520d.map,PIBTOLD,1,18713,17811,375,375,60,100,den520d-random-17.scen
100,den520d.map,PIBT,1,18911,17811,375,375,61,1000,den520d-random-17.scen
100,den520d.map,PIBTOLD,1,18713,17811,375,375,61,1000,den520d-random-17.scen
140,den520d.map,PIBT,1,26667,25347,394,394,102,0,den520d-random-17.scen
140,den520d.map,PIBTOLD,1,26667,25347,394,394,92,0,den520d-random-17.scen
140,den520d.map,PIBT,1,26900,25347,394,394,104,1,den520d-random-17.scen
140,den520d.map,PIBTOLD,1,26667,25347,394,394,91,1,den520d-random-17.scen
140,den520d.map,PIBT,1,26900,25347,394,394,103,10,den520d-random-17.scen
