agents,map_file,solver,solved,soc,lb_soc,makespan,lb_makespan,comp_time,Opti_Deadline,Scenario_File
20,warehouse-10-20-10-2-1.map,PIBT,1,1727,1604,162,162,3,0,warehouse-10-20-10-2-1-random-16.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,4,1,warehouse-10-20-10-2-1-random-16.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,5,4,warehouse-10-20-10-2-1-random-16.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,3,16,warehouse-10-20-10-2-1-random-16.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,3,64,warehouse-10-20-10-2-1-random-16.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,4,256,warehouse-10-20-10-2-1-random-16.scen
20,warehouse-10-20-10-2-1.map,PIBTOLD,1,1727,1604,162,162,3,0,warehouse-10-20-10-2-1-random-16.scen
60,warehouse-10-20-10-2-1.map,PIBT,1,6061,5198,192,185,10,0,warehouse-10-20-10-2-1-random-16.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2820,1,warehouse-10-20-10-2-1-random-16.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2852,4,warehouse-10-20-10-2-1-random-16.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2868,16,warehouse-10-20-10-2-1-random-16.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2849,64,warehouse-10-20-10-2-1-random-16.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2868,256,warehouse-10-20-10-2-1-random-16.scen
60,warehouse-10-20-10-2-1.map,PIBTOLD,1,6061,5198,192,185,9,0,warehouse-10-20-10-2-1-random-16.scen
100,warehouse-10-20-10-2-1.map,PIBT,0,410642,8626,100000,185,3999,0,warehouse-10-20-10-2-1-random-16.scen
100,warehouse-10-20-10-2-1.map,PIBT,0,209851,8626,100000,185,4925,1,warehouse-10-20-10-2-1-random-16.scen
100,warehouse-10-20-10-2-1.map,PIBT,0,209851,8626,100000,185,5028,4,warehouse-10-20-10-2-1-random-16.scen
100,warehouse-10-20-10-2-1.map,PIBT,0,209851,8626,100000,185,4969,16,warehouse-10-20-10-2-1-random-16.scen
100,warehouse-10-20-10-2-1.map,PIBT,0,209851,8626,100000,185,5012,64,warehouse-10-20-10-2-1-random-16.scen
100,warehouse-10-20-10-2-1.map,PIBT,0,209851,8626,100000,185,5045,256,warehouse-10-20-10-2-1-random-16.scen
100,warehouse-10-20-10-2-1.map,PIBTOLD,0,410642,8626,100000,185,3076,0,warehouse-10-20-10-2-1-random-16.scen
140,warehouse-10-20-10-2-1.map,PIBT,0,815517,12220,100000,185,5624,0,warehouse-10-20-10-2-1-random-16.scen
140,warehouse-10-20-10-2-1.map,PIBT,0,215436,12220,100000,185,7288,1,warehouse-10-20-10-2-1-random-16.scen
140,warehouse-10-20-10-2-1.map,PIBT,0,215436,12220,100000,185,7401,4,warehouse-10-20-10-2-1-random-16.scen
140,warehouse-10-20-10-2-1.map,PIBT,0,215436,12220,100000,185,7185,16,warehouse-10-20-10-2-1-random-16.scen
140,warehouse-10-20-10-2-1.map,PIBT,0,215436,12220,100000,185,7311,64,warehouse-10-20-10-2-1-random-16.scen
140,warehouse-10-20-10-2-1.map,PIBT,0,215436,12220,100000,185,7240,256,warehouse-10-20-10-2-1-random-16.scen
140,warehouse-10-20-10-2-1.map,PIBTOLD,0,815517,12220,100000,185,3825,0,warehouse-10-20-10-2-1-random-16.scen
180,warehouse-10-20-10-2-1.map,PIBT,0,920025,14852,100000,185,7368,0,warehouse-10-20-10-2-1-random-16.scen
180,warehouse-10-20-10-2-1.map,PIBT,0,419990,14852,100000,185,8538,1,warehouse-10-20-10-2-1-random-16.scen
180,warehouse-10-20-10-2-1.map,PIBT,0,419990,14852,100000,185,8509,4,warehouse-10-20-10-2-1-random-16.scen
180,warehouse-10-20-10-2-1.map,PIBT,0,419990,14852,100000,185,8338,16,warehouse-10-20-10-2-1-random-16.scen
180,warehouse-10-20-10-2-1.map,PIBT,0,419990,14852,100000,185,8552,64,warehouse-10-20-10-2-1-random-16.scen
180,warehouse-10-20-10-2-1.map,PIBT,0,419990,14852,100000,185,8460,256,warehouse-10-20-10-2-1-random-16.scen
180,warehouse-10-20-10-2-1.map,PIBTOLD,0,920025,14852,100000,185,4578,0,warehouse-10-20-10-2-1-random-16.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1727,1604,162,162,3,0,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,5,1,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,4,4,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,4,16,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,4,64,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBT,1,1690,1604,170,162,4,256,warehouse-10-20-10-2-1-random-17.scen
20,warehouse-10-20-10-2-1.map,PIBTOLD,1,1727,1604,162,162,4,0,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBT,1,6061,5198,192,185,10,0,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2720,1,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2672,4,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2807,16,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2816,64,warehouse-10-20-10-2-1-random-17.scen
60,warehouse-10-20-10-2-1.map,PIBT,0,5909,5198,100000,185,2864,256,warehouse-10-20-10-2-1-random-17.scen
